Entity,Code,Year,Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized
Lebanon,LBN,1995,0.25325456,4.7161107,6.002902,0.9411239,0.19106643
Lebanon,LBN,1996,0.25338367,4.7673845,5.978421,0.94109166,0.19156133
Lebanon,LBN,1997,0.25365844,4.8309093,5.923758,0.9410827,0.19343784
Lebanon,LBN,1998,0.2539739,4.896014,5.859711,0.9411164,0.19499458
Lebanon,LBN,1999,0.2542289,4.952848,5.807172,0.9412074,0.19700299
Lebanon,LBN,2000,0.25432387,4.990687,5.786918,0.9413652,0.19864692
Lebanon,LBN,2001,0.25420347,5.011935,5.7901125,0.9415805,0.1997702
Lebanon,LBN,2002,0.25393936,5.0326633,5.7936287,0.94179225,0.2015235
Lebanon,LBN,2003,0.25361523,5.0494695,5.797742,0.9419907,0.20248868
Lebanon,LBN,2004,0.25331584,5.0609746,5.8030787,0.9421829,0.20421739
Lebanon,LBN,2005,0.25312966,5.065296,5.8095627,0.9423321,0.20556213
Lebanon,LBN,2006,0.2529932,5.0622606,5.895603,0.94247514,0.20818445
Lebanon,LBN,2007,0.25281614,5.051141,6.0904546,0.9426413,0.2108558
Lebanon,LBN,2008,0.2526405,5.037906,6.3210864,0.9428249,0.21407253
Lebanon,LBN,2009,0.25251126,5.027631,6.5142307,0.94300014,0.21702485
Lebanon,LBN,2010,0.25248453,5.0164504,6.5947857,0.9430131,0.21821132
Lebanon,LBN,2011,0.25272995,5.0126934,6.5832686,0.9423972,0.2195352
Lebanon,LBN,2012,0.25324592,5.00555,6.559372,0.9412876,0.22088593
Lebanon,LBN,2013,0.25381497,5.003948,6.539444,0.9406057,0.22141045
Lebanon,LBN,2014,0.25426245,5.0053477,6.530081,0.94064134,0.22272812
Lebanon,LBN,2015,0.25447807,5.002804,6.525099,0.9408383,0.22409801
Lebanon,LBN,2016,0.25424308,4.984811,6.5156517,0.9409578,0.22528416
Lebanon,LBN,2017,0.25393105,4.946852,6.4989395,0.9410554,0.22575013
Lebanon,LBN,2018,0.25375932,4.83941,6.352847,0.9411305,0.22540215
Lebanon,LBN,2019,0.25352445,4.652712,6.0510345,0.94117516,0.224312
Lesotho,LSO,1990,0.19572598,5.4349813,3.4925966,0.5321185,0.08461782
Lesotho,LSO,1991,0.1961358,5.3280864,3.4949706,0.5321149,0.08510876
Lesotho,LSO,1992,0.19654603,5.233772,3.4973447,0.53211206,0.085818574
Lesotho,LSO,1993,0.19693203,5.157396,3.499532,0.5321097,0.0865856
Lesotho,LSO,1994,0.1972692,5.111545,3.5013816,0.53210783,0.087096
Lesotho,LSO,1995,0.1975331,5.0965667,3.5027528,0.53210664,0.08761637
Lesotho,LSO,1996,0.1978198,5.11187,3.50427,0.5321053,0.08828142
Lesotho,LSO,1997,0.19819596,5.1398306,3.5065315,0.53210443,0.08900801
Lesotho,LSO,1998,0.19859537,5.177912,3.5091002,0.5321041,0.089579865
Lesotho,LSO,1999,0.19895114,5.2126946,3.5114746,0.5321043,0.09021349
Lesotho,LSO,2000,0.19919507,5.244241,3.5131724,0.53210527,0.09059788
Lesotho,LSO,2001,0.19944634,5.2694964,3.5141666,0.5321066,0.09112526
Lesotho,LSO,2002,0.19981469,5.2941732,3.5148625,0.532109,0.09179024
Lesotho,LSO,2003,0.20021833,5.319456,3.515229,0.53211224,0.09240084
Lesotho,LSO,2004,0.2005751,5.339766,3.51538,0.53211623,0.09322602
Lesotho,LSO,2005,0.20080137,5.3558564,3.5155036,0.532121,0.09366702
Lesotho,LSO,2006,0.20096035,5.3720675,3.5152934,0.5321262,0.0944531
Lesotho,LSO,2007,0.20115401,5.3871818,3.5147238,0.5321323,0.095404245
Lesotho,LSO,2008,0.20135611,5.4024186,3.514235,0.53213847,0.09658967
Lesotho,LSO,2009,0.20154117,5.417913,3.5144637,0.5321441,0.09725254
Lesotho,LSO,2010,0.20168573,5.425682,3.5160825,0.5321491,0.09791479
Lesotho,LSO,2011,0.2018457,5.435116,3.5228152,0.5321537,0.09937316
Lesotho,LSO,2012,0.20207031,5.4475436,3.535768,0.53215843,0.10058288
Lesotho,LSO,2013,0.20232543,5.458487,3.551559,0.53216285,0.10193885
Lesotho,LSO,2014,0.20257671,5.4649773,3.5668766,0.5321669,0.10318556
Lesotho,LSO,2015,0.20279115,5.4719477,3.5783262,0.53217065,0.10439197
Lesotho,LSO,2016,0.20324926,5.4716644,3.5913162,0.53217417,0.10585134
Lesotho,LSO,2017,0.20374614,5.472557,3.5993671,0.532177,0.107039794
Lesotho,LSO,2018,0.20416434,5.4843674,3.5866354,0.53217906,0.107584424
Lesotho,LSO,2019,0.2047265,5.511564,3.5554914,0.5321807,0.10791386
Liberia,LBR,1990,0.20911425,4.5792336,3.4192371,0.54333293,0.08541885
Liberia,LBR,1991,0.20803533,4.5644045,3.4129593,0.5433316,0.08054774
Liberia,LBR,1992,0.20698632,4.5615406,3.4108841,0.54332215,0.076218545
Liberia,LBR,1993,0.20601043,4.5628376,3.4114394,0.5433019,0.07263584
Liberia,LBR,1994,0.20520347,4.5615025,3.411466,0.5432862,0.06971631
Liberia,LBR,1995,0.20461579,4.555438,3.4102802,0.54328245,0.06777169
Liberia,LBR,1996,0.20410049,4.54938,3.4111357,0.5432872,0.06624775
Liberia,LBR,1997,0.20352955,4.547111,3.4170494,0.5432909,0.06476015
Liberia,LBR,1998,0.2030124,4.5457597,3.4242606,0.54329664,0.0637775
Liberia,LBR,1999,0.20265022,4.5440445,3.4301643,0.5433046,0.06303677
Liberia,LBR,2000,0.20252152,4.5460224,3.4337556,0.54330736,0.06273833
Liberia,LBR,2001,0.20277908,4.580815,3.4357872,0.54330915,0.06326205
Liberia,LBR,2002,0.20336527,4.6646748,3.4384422,0.5433065,0.0647506
Liberia,LBR,2003,0.20409389,4.7564363,3.4395807,0.5433087,0.06643197
Liberia,LBR,2004,0.2047631,4.830519,3.4387553,0.5433167,0.06802629
Liberia,LBR,2005,0.20514652,4.856812,3.4371665,0.5433247,0.06900134
Liberia,LBR,2006,0.2052591,4.8489513,3.4342985,0.5433339,0.06927831
Liberia,LBR,2007,0.20528153,4.8437004,3.4309409,0.54334015,0.06961992
Liberia,LBR,2008,0.20525318,4.8388295,3.4280007,0.54334605,0.069941
Liberia,LBR,2009,0.20523754,4.8326683,3.4253445,0.5433544,0.070284165
Liberia,LBR,2010,0.20527054,4.8262477,3.4248903,0.54336256,0.07056085
Liberia,LBR,2011,0.20534344,4.8281674,3.4322069,0.54336405,0.071413025
Liberia,LBR,2012,0.20545006,4.8342314,3.4471657,0.5433605,0.071984485
Liberia,LBR,2013,0.20558597,4.8373895,3.46426,0.5433588,0.07284329
Liberia,LBR,2014,0.20571432,4.8421474,3.4801712,0.54335666,0.074216776
Liberia,LBR,2015,0.2058047,4.844007,3.4914157,0.543354,0.07471694
Liberia,LBR,2016,0.20602597,4.845447,3.501115,0.54335135,0.07568333
Liberia,LBR,2017,0.20627822,4.847086,3.5078478,0.5433477,0.07598607
Liberia,LBR,2018,0.2065637,4.7563257,3.5086396,0.5433448,0.07642144
Liberia,LBR,2019,0.20702705,4.556289,3.5066519,0.54334027,0.076098874
Libya,LBY,1990,0.26110208,4.2264504,5.0802073,0.76644087,0.24314144
Libya,LBY,1991,0.26086274,4.229601,5.0899253,0.76711124,0.24297209
Libya,LBY,1992,0.260593,4.2358384,5.1011767,0.7678253,0.24244244
Libya,LBY,1993,0.26031148,4.241579,5.113422,0.76858217,0.24178255
Libya,LBY,1994,0.26003662,4.249315,5.125655,0.7693397,0.24138702
Libya,LBY,1995,0.25977886,4.258874,5.13581,0.7699612,0.24074468
Libya,LBY,1996,0.25944966,4.2710724,5.143545,0.77033615,0.23957519
Libya,LBY,1997,0.25899646,4.2855206,5.1509767,0.7705496,0.23749773
Libya,LBY,1998,0.25851655,4.301014,5.157365,0.7706323,0.23614977
Libya,LBY,1999,0.25810277,4.311764,5.162049,0.7706264,0.23478
Libya,LBY,2000,0.25783744,4.3220263,5.1639633,0.77052623,0.23380204
Libya,LBY,2001,0.25764665,4.325269,5.1649256,0.77038765,0.23341967
Libya,LBY,2002,0.25742316,4.3300533,5.1667786,0.77023923,0.23388012
Libya,LBY,2003,0.25720876,4.332091,5.1686087,0.7700623,0.23315713
Libya,LBY,2004,0.25704378,4.334099,5.1696405,0.7698606,0.23353302
Libya,LBY,2005,0.2569639,4.3353024,5.16989,0.7696418,0.2329817
Libya,LBY,2006,0.2570172,4.3380814,5.17089,0.76946914,0.23491062
Libya,LBY,2007,0.25717476,4.3432508,5.1746197,0.7694425,0.23790342
Libya,LBY,2008,0.25735885,4.34716,5.18002,0.7694875,0.24191056
Libya,LBY,2009,0.25748292,4.3515296,5.1876016,0.7696467,0.24514121
Libya,LBY,2010,0.2574742,4.3553176,5.1962895,0.76979846,0.24675566
Libya,LBY,2011,0.25709116,4.3594904,5.2088246,0.76979494,0.24481522
Libya,LBY,2012,0.2562628,4.363645,5.228861,0.76979375,0.24028663
Libya,LBY,2013,0.2552005,4.368608,5.2523046,0.7698705,0.23309478
Libya,LBY,2014,0.2541239,4.3749576,5.273986,0.76999235,0.2262655
Libya,LBY,2015,0.25325236,4.376139,5.2892756,0.7701266,0.21954645
Libya,LBY,2016,0.2521832,4.3655667,5.2918015,0.7702387,0.21284285
Libya,LBY,2017,0.2512039,4.356117,5.2910857,0.7703152,0.20666143
Libya,LBY,2018,0.25056875,4.3716516,5.302211,0.7703805,0.20325828
Libya,LBY,2019,0.24989693,4.406427,5.324334,0.77044964,0.20108777
Lithuania,LTU,1990,0.28088772,4.2587194,4.2705626,0.5218884,0.14434178
Lithuania,LTU,1991,0.27996296,4.262211,4.271901,0.52188575,0.14112072
Lithuania,LTU,1992,0.27916038,4.2694035,4.2739005,0.5218929,0.13814504
Lithuania,LTU,1993,0.2785139,4.2770348,4.2763233,0.5219124,0.13555187
Lithuania,LTU,1994,0.27805796,4.2860475,4.278836,0.5219418,0.13333805
Lithuania,LTU,1995,0.27782843,4.2950745,4.280793,0.5219698,0.13191152
Lithuania,LTU,1996,0.277814,4.3099155,4.2947025,0.5219823,0.13098246
Lithuania,LTU,1997,0.27793923,4.3334045,4.32589,0.5219765,0.12969394
Lithuania,LTU,1998,0.27814296,4.357567,4.362749,0.52196103,0.12892629
Lithuania,LTU,1999,0.27836394,4.3759794,4.3936086,0.52193815,0.12810291
Lithuania,LTU,2000,0.27854154,4.382294,4.4068255,0.5219108,0.12771684
Lithuania,LTU,2001,0.27882904,4.3707905,4.407003,0.5218792,0.12874645
Lithuania,LTU,2002,0.27933997,4.34188,4.4067507,0.5218408,0.13103618
Lithuania,LTU,2003,0.27995372,4.3060923,4.4060736,0.5217998,0.1340205
Lithuania,LTU,2004,0.28054768,4.270716,4.4051695,0.52176094,0.13711841
Lithuania,LTU,2005,0.2809983,4.244599,4.404439,0.52173275,0.14002788
Lithuania,LTU,2006,0.2813622,4.2192597,4.4034615,0.521712,0.142414
Lithuania,LTU,2007,0.2817654,4.1912293,4.402308,0.52169716,0.14491266
Lithuania,LTU,2008,0.2821896,4.163176,4.400909,0.52168334,0.14785065
Lithuania,LTU,2009,0.2826187,4.136793,4.399466,0.52166003,0.15004717
Lithuania,LTU,2010,0.28303212,4.1161327,4.3986974,0.5216339,0.1523658
Lithuania,LTU,2011,0.2836198,4.097671,4.3893685,0.52160174,0.15512528
Lithuania,LTU,2012,0.28447652,4.073483,4.3674273,0.52156067,0.15736163
Lithuania,LTU,2013,0.28543663,4.04753,4.34052,0.5215126,0.15999764
Lithuania,LTU,2014,0.2863374,4.026949,4.3166423,0.52145857,0.16214956
Lithuania,LTU,2015,0.2870162,4.012482,4.3036847,0.52140284,0.16478589
Lithuania,LTU,2016,0.28790364,4.0095606,4.283735,0.52134776,0.16749556
Lithuania,LTU,2017,0.28860536,4.0082264,4.2624903,0.5212882,0.16993928
Lithuania,LTU,2018,0.2886631,4.0025206,4.255839,0.5212202,0.17151488
Lithuania,LTU,2019,0.2884198,3.9911947,4.2541876,0.5211538,0.17335068
Low-income countries,,1990,0.21825957,4.712727,3.59907,0.5392097,0.08310494
Low-income countries,,1991,0.21814775,4.7121086,3.59816,0.53973037,0.08255414
Low-income countries,,1992,0.21804713,4.7116213,3.5995598,0.5404555,0.08204881
Low-income countries,,1993,0.21791697,4.70935,3.5999024,0.54090047,0.081440195
Low-income countries,,1994,0.21772477,4.7093973,3.5991015,0.54113775,0.080784164
Low-income countries,,1995,0.21750939,4.712856,3.5986948,0.54149044,0.08020063
Low-income countries,,1996,0.21719363,4.72198,3.5991526,0.54191315,0.07956912
Low-income countries,,1997,0.21677841,4.7349505,3.6006596,0.5422181,0.078971945
Low-income countries,,1998,0.21634533,4.7475004,3.6021466,0.5423698,0.078326434
Low-income countries,,1999,0.2159824,4.7572093,3.6033738,0.5424613,0.07782335
Low-income countries,,2000,0.21578544,4.7605186,3.6043997,0.54266167,0.07759326
Low-income countries,,2001,0.21579714,4.7589655,3.6032338,0.543117,0.077584304
Low-income countries,,2002,0.21595302,4.756297,3.5991738,0.54372436,0.07764757
Low-income countries,,2003,0.21616486,4.7512584,3.5934763,0.5441992,0.07792109
Low-income countries,,2004,0.2163476,4.745702,3.5890381,0.54460084,0.07819857
Low-income countries,,2005,0.21640232,4.73991,3.5882282,0.54501736,0.07845996
Low-income countries,,2006,0.2162876,4.730962,3.589516,0.54541004,0.0787891
Low-income countries,,2007,0.21608306,4.717459,3.5913565,0.5458915,0.07925834
Low-income countries,,2008,0.21584496,4.7016406,3.5938635,0.5464234,0.07982525
Low-income countries,,2009,0.21563268,4.687993,3.5971503,0.5469559,0.08027733
Low-income countries,,2010,0.21550067,4.679144,3.6017978,0.5474717,0.08098527
Low-income countries,,2011,0.21547665,4.671196,3.6110175,0.54803526,0.08177545
Low-income countries,,2012,0.21553928,4.659665,3.625562,0.54866385,0.08283041
Low-income countries,,2013,0.21564387,4.647731,3.6419826,0.5492665,0.08406038
Low-income countries,,2014,0.21574539,4.6386766,3.656968,0.5497969,0.08515881
Low-income countries,,2015,0.21579258,4.636626,3.6673262,0.55031466,0.08617447
Low-income countries,,2016,0.21591039,4.6398854,3.67793,0.55091745,0.087403
Low-income countries,,2017,0.21604596,4.6439705,3.6863492,0.5515568,0.088451296
Low-income countries,,2018,0.2161651,4.651224,3.6870875,0.55218554,0.089229874
Low-income countries,,2019,0.21637918,4.6618643,3.6828394,0.55281425,0.089781515
Lower-middle-income countries,,1990,0.27249265,3.8174398,3.2584946,0.41431606,0.09316162
Lower-middle-income countries,,1991,0.27270076,3.882053,3.253185,0.41450492,0.093389295
Lower-middle-income countries,,1992,0.272859,3.9375842,3.2462375,0.4146799,0.09367194
Lower-middle-income countries,,1993,0.27296314,3.9813058,3.238094,0.41482586,0.0939535
Lower-middle-income countries,,1994,0.2730066,4.009784,3.2293522,0.41493732,0.09421162
Lower-middle-income countries,,1995,0.27298218,4.0194383,3.2206032,0.41502008,0.09450413
Lower-middle-income countries,,1996,0.27286923,4.014923,3.2009263,0.415099,0.09477753
Lower-middle-income countries,,1997,0.27268413,4.005127,3.166554,0.41518158,0.09510406
Lower-middle-income countries,,1998,0.27247742,3.9938056,3.128723,0.41525778,0.09548014
Lower-middle-income countries,,1999,0.27229854,3.9841726,3.098639,0.41533646,0.095982224
Lower-middle-income countries,,2000,0.2721915,3.9797282,3.0873654,0.41542718,0.09655394
Lower-middle-income countries,,2001,0.27219144,3.9856348,3.0913079,0.41551793,0.0972889
Lower-middle-income countries,,2002,0.27226958,3.999286,3.0987785,0.41561902,0.09819289
Lower-middle-income countries,,2003,0.27237964,4.0154185,3.1083791,0.41574243,0.09920579
Lower-middle-income countries,,2004,0.27247593,4.027881,3.118795,0.41591203,0.100326404
Lower-middle-income countries,,2005,0.27251196,4.030484,3.1286166,0.4161506,0.101534374
Lower-middle-income countries,,2006,0.27247715,3.9884615,3.1498485,0.4163758,0.10283862
Lower-middle-income countries,,2007,0.2724108,3.8943017,3.1882298,0.41652656,0.10449089
Lower-middle-income countries,,2008,0.27234676,3.7818131,3.2328475,0.41667137,0.1062607
Lower-middle-income countries,,2009,0.2723234,3.6851275,3.2724874,0.4168142,0.10808379
Lower-middle-income countries,,2010,0.27238065,3.6382694,3.2955966,0.416908,0.10981485
Lower-middle-income countries,,2011,0.27282745,3.6291625,3.307017,0.4169282,0.111551985
Lower-middle-income countries,,2012,0.27374798,3.6233408,3.318773,0.4169027,0.11341999
Lower-middle-income countries,,2013,0.27484077,3.6198285,3.3301494,0.4169218,0.11532743
Lower-middle-income countries,,2014,0.27580822,3.6184375,3.3401725,0.4170116,0.11737048
Lower-middle-income countries,,2015,0.27635413,3.618356,3.3477213,0.4171738,0.119396426
Lower-middle-income countries,,2016,0.27657497,3.6183755,3.3539553,0.4173961,0.121894024
Lower-middle-income countries,,2017,0.2766293,3.618725,3.3583412,0.41766593,0.12415139
Lower-middle-income countries,,2018,0.27633566,3.616914,3.3514168,0.4179861,0.12564765
Lower-middle-income countries,,2019,0.2757216,3.6115844,3.3327048,0.41834548,0.12693328
Luxembourg,LUX,1990,0.27887928,3.8333993,5.3204165,0.8974192,0.44226694
Luxembourg,LUX,1991,0.27881005,3.8173668,5.3231664,0.89736336,0.44824496
Luxembourg,LUX,1992,0.27876824,3.8014734,5.32682,0.8973365,0.45431757
Luxembourg,LUX,1993,0.27874652,3.78266,5.3308725,0.89733475,0.46137854
Luxembourg,LUX,1994,0.27874544,3.7634497,5.334695,0.8973408,0.4680975
Luxembourg,LUX,1995,0.27874634,3.7450957,5.3371887,0.89736915,0.47405398
Luxembourg,LUX,1996,0.27882823,3.7249758,5.3416696,0.89740914,0.47958273
Luxembourg,LUX,1997,0.27900323,3.7008712,5.3494477,0.897455,0.4854611
Luxembourg,LUX,1998,0.27920192,3.6728063,5.357782,0.89750755,0.49048683
Luxembourg,LUX,1999,0.27937478,3.6438506,5.3648443,0.897547,0.49646106
Luxembourg,LUX,2000,0.2794592,3.6138225,5.368072,0.89756346,0.5011979
Luxembourg,LUX,2001,0.2795102,3.5798662,5.367767,0.8975746,0.5074781
Luxembourg,LUX,2002,0.27958715,3.5407233,5.3659873,0.8975811,0.5134516
Luxembourg,LUX,2003,0.27967557,3.497702,5.36274,0.89754826,0.5201227
Luxembourg,LUX,2004,0.279773,3.4582348,5.358347,0.8974474,0.5255238
Luxembourg,LUX,2005,0.2798686,3.423667,5.354965,0.89731413,0.52993685
Luxembourg,LUX,2006,0.2800365,3.3892338,5.3505,0.8973172,0.5335204
Luxembourg,LUX,2007,0.28032798,3.3447187,5.341905,0.89737165,0.5369901
Luxembourg,LUX,2008,0.28066516,3.300281,5.331026,0.89736843,0.5408367
Luxembourg,LUX,2009,0.2809533,3.2632885,5.3204775,0.8972925,0.5445319
Luxembourg,LUX,2010,0.2811092,3.2427266,5.3144484,0.89718467,0.5471647
Luxembourg,LUX,2011,0.28109607,3.2346246,5.3125076,0.8969854,0.5495831
Luxembourg,LUX,2012,0.2809691,3.226385,5.3124857,0.8967775,0.55233777
Luxembourg,LUX,2013,0.2808299,3.2193387,5.313485,0.896586,0.5543539
Luxembourg,LUX,2014,0.28070474,3.213686,5.3140073,0.8964564,0.55658114
Luxembourg,LUX,2015,0.2806614,3.212435,5.3122964,0.8963835,0.5586582
Luxembourg,LUX,2016,0.28114262,3.2098074,5.2900987,0.8962699,0.56215495
Luxembourg,LUX,2017,0.28168043,3.210875,5.268558,0.89622927,0.5653662
Luxembourg,LUX,2018,0.28184295,3.2119503,5.268371,0.8961744,0.566971
Luxembourg,LUX,2019,0.2819182,3.2193074,5.2770224,0.896122,0.5688226
Madagascar,MDG,1990,0.21322207,4.868791,3.8199873,0.59744346,0.08864826
Madagascar,MDG,1991,0.21296,4.8615417,3.8208382,0.5974454,0.087999344
Madagascar,MDG,1992,0.21272367,4.8540792,3.8217278,0.5974466,0.087108456
Madagascar,MDG,1993,0.21252473,4.847176,3.82274,0.5974474,0.08694806
Madagascar,MDG,1994,0.21237473,4.840284,3.8239772,0.5974475,0.086166136
Madagascar,MDG,1995,0.2122867,4.835948,3.8252988,0.5974472,0.08556572
Madagascar,MDG,1996,0.21222806,4.830144,3.8271253,0.59744614,0.08536844
Madagascar,MDG,1997,0.21216618,4.8222136,3.8296409,0.5974447,0.08484738
Madagascar,MDG,1998,0.21211517,4.81256,3.8323781,0.59744287,0.08448516
Madagascar,MDG,1999,0.21208856,4.803259,3.8350132,0.59744096,0.0839854
Madagascar,MDG,2000,0.21210092,4.796267,3.8369496,0.5974387,0.08389087
Madagascar,MDG,2001,0.21224418,4.7904916,3.8394876,0.59743553,0.083832845
Madagascar,MDG,2002,0.21253169,4.7812185,3.8436754,0.59743226,0.08360233
Madagascar,MDG,2003,0.21286142,4.7701364,3.8483775,0.5974288,0.083601624
Madagascar,MDG,2004,0.21313192,4.761856,3.8524582,0.59742516,0.08347522
Madagascar,MDG,2005,0.21324223,4.755382,3.8546543,0.5974212,0.08336993
Madagascar,MDG,2006,0.21309724,4.751082,3.8561323,0.5974171,0.083123066
Madagascar,MDG,2007,0.21275374,4.7455225,3.8587575,0.5974129,0.08286195
Madagascar,MDG,2008,0.21233812,4.7415338,3.86218,0.59740883,0.08265806
Madagascar,MDG,2009,0.21197648,4.7361617,3.8661087,0.59740484,0.08235554
Madagascar,MDG,2010,0.21179509,4.7337127,3.870147,0.59740096,0.0823218
Madagascar,MDG,2011,0.2117713,4.7282386,3.8781087,0.59739727,0.082443796
Madagascar,MDG,2012,0.21178715,4.72732,3.89215,0.5973938,0.083343446
Madagascar,MDG,2013,0.21182606,4.7223735,3.9091225,0.59739053,0.08375502
Madagascar,MDG,2014,0.21187127,4.720966,3.925906,0.59738755,0.08390671
Madagascar,MDG,2015,0.21190597,4.719717,3.9392884,0.59738475,0.0846299
Madagascar,MDG,2016,0.21197492,4.7171288,3.960613,0.5973825,0.08539277
Madagascar,MDG,2017,0.2120523,4.719623,3.9780207,0.5973802,0.08567255
Madagascar,MDG,2018,0.21215644,4.725518,3.9762337,0.59737813,0.086278476
Madagascar,MDG,2019,0.21233796,4.737187,3.9632103,0.59737605,0.086541794
Malawi,MWI,1990,0.19984414,4.274144,3.6943755,0.5773631,0.0748392
Malawi,MWI,1991,0.19978184,4.277921,3.6961844,0.577375,0.07409848
Malawi,MWI,1992,0.19971992,4.282934,3.6987226,0.5773854,0.07353475
Malawi,MWI,1993,0.19964638,4.2885118,3.7034094,0.5773932,0.07329225
Malawi,MWI,1994,0.19957837,4.293027,3.708601,0.5773993,0.07329
Malawi,MWI,1995,0.1995558,4.2950826,3.710604,0.5774042,0.0732628
Malawi,MWI,1996,0.19954868,4.2894855,3.7112138,0.577408,0.073114336
Malawi,MWI,1997,0.19952556,4.2759886,3.7128522,0.5774111,0.07327617
Malawi,MWI,1998,0.19950408,4.25956,3.7149808,0.5774129,0.07364203
Malawi,MWI,1999,0.19950053,4.2443,3.7172823,0.5774161,0.07376798
Malawi,MWI,2000,0.19953328,4.2319,3.719124,0.57741946,0.07374216
Malawi,MWI,2001,0.19977736,4.224106,3.720654,0.577421,0.0738181
Malawi,MWI,2002,0.20027967,4.2155585,3.722463,0.5774231,0.07359066
Malawi,MWI,2003,0.20086712,4.203532,3.724405,0.57742524,0.073538765
Malawi,MWI,2004,0.2013665,4.1923923,3.7265174,0.57743,0.073578745
Malawi,MWI,2005,0.20160237,4.1794434,3.7288132,0.5774349,0.07353978
Malawi,MWI,2006,0.20159455,4.156117,3.7322226,0.5774375,0.07365002
Malawi,MWI,2007,0.20150855,4.122539,3.7372653,0.5774394,0.07400433
Malawi,MWI,2008,0.20138662,4.086237,3.7432535,0.57744056,0.07474835
Malawi,MWI,2009,0.20127055,4.0581236,3.7495668,0.5774418,0.075002566
Malawi,MWI,2010,0.20119998,4.0452785,3.7555363,0.5774415,0.07531103
Malawi,MWI,2011,0.20114706,4.0469246,3.7646787,0.5774381,0.07585587
Malawi,MWI,2012,0.20107041,4.058521,3.778975,0.57743293,0.07690409
Malawi,MWI,2013,0.20098796,4.0732293,3.7954226,0.57742625,0.07749397
Malawi,MWI,2014,0.20091899,4.0863543,3.8110304,0.5774186,0.0780287
Malawi,MWI,2015,0.20088124,4.094196,3.8227985,0.5774095,0.07861743
Malawi,MWI,2016,0.20091692,4.096799,3.839767,0.57739866,0.0787787
Malawi,MWI,2017,0.20101666,4.097673,3.8535287,0.5773871,0.07898204
Malawi,MWI,2018,0.20130596,4.097816,3.8533912,0.5773755,0.07931635
Malawi,MWI,2019,0.20184024,4.100136,3.8456526,0.5773636,0.0793044
Malaysia,MYS,1990,0.29924533,3.2843397,4.4274073,0.33984116,0.11065104
Malaysia,MYS,1991,0.3002181,3.2838538,4.4337764,0.3398161,0.112031296
Malaysia,MYS,1992,0.30116302,3.2789493,4.438454,0.33977947,0.11384484
Malaysia,MYS,1993,0.30203485,3.2726262,4.4419947,0.33974573,0.11520641
Malaysia,MYS,1994,0.3027883,3.2653735,4.445126,0.33971882,0.11641174
Malaysia,MYS,1995,0.3033831,3.258121,4.448644,0.33969653,0.11758228
Malaysia,MYS,1996,0.30394402,3.231778,4.460454,0.33967876,0.11947188
Malaysia,MYS,1997,0.3045705,3.18664,4.4833097,0.3396548,0.12074093
Malaysia,MYS,1998,0.30519542,3.1318953,4.509204,0.3396391,0.12220828
Malaysia,MYS,1999,0.3057529,3.086555,4.5309043,0.33962962,0.12343349
Malaysia,MYS,2000,0.30618188,3.0666735,4.541181,0.3396195,0.12467012
Malaysia,MYS,2001,0.30664963,3.10664,4.542784,0.3396171,0.12562989
Malaysia,MYS,2002,0.30727074,3.2023182,4.5441093,0.33961767,0.126786
Malaysia,MYS,2003,0.3079072,3.3211672,4.5453877,0.33961773,0.12746042
Malaysia,MYS,2004,0.3084215,3.417513,4.547001,0.33961126,0.12860861
Malaysia,MYS,2005,0.30867872,3.4576256,4.54904,0.3395918,0.12959792
Malaysia,MYS,2006,0.3086782,3.4540431,4.5533485,0.33958212,0.13030624
Malaysia,MYS,2007,0.30856293,3.4450085,4.561408,0.3395804,0.13150518
Malaysia,MYS,2008,0.30841702,3.4369297,4.571566,0.33957645,0.13272792
Malaysia,MYS,2009,0.3083263,3.427719,4.5822515,0.33956364,0.13400963
Malaysia,MYS,2010,0.3083795,3.4241893,4.591769,0.3395344,0.13522072
Malaysia,MYS,2011,0.30902126,3.445935,4.5965233,0.33951622,0.13652377
Malaysia,MYS,2012,0.31034592,3.4948509,4.5961685,0.33950484,0.13831148
Malaysia,MYS,2013,0.3119112,3.5536094,4.59333,0.33949485,0.13950633
Malaysia,MYS,2014,0.31327358,3.604767,4.591007,0.33948085,0.14107794
